#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_117_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_117_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_117_bmtagged__merged.fastq
#7882804 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 7789288
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	1.186329	-	93516
k__Bacteria	2	95.68244	1.8737298892419796	7674468
k__Archaea	2157	3.131231	0.06131826698275091	114820
k__Bacteria|p__Firmicutes	2|1239	69.957755	1.3699685764419356	5223258
k__Bacteria|p__Bacteroidota	2|976	20.653153	0.4044465265958917	2062049
k__Bacteria|p__Actinomycetota	2|201174	3.584142	0.07018752445771476	269264
k__Archaea|p__Methanobacteriota	2157|28890	3.131231	0.06131826698275091	114820
k__Bacteria|p__Thermodesulfobacteriota	2|200940	1.300291	0.025463340802319108	98614
k__Bacteria|p__Pseudomonadota	2|1224	0.187099	0.0036639209441183484	21283
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	49.22081	0.9638811713794957	3951068
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	20.653153	0.4044465265958917	2062049
k__Bacteria|p__Firmicutes|c__CFGB3002	2|1239|	10.221039	0.20015654272331898	566556
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	5.068218	0.0992498856083314	256386
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	3.131231	0.06131826698275091	114820
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	2.25293	0.04411866802633779	178851
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	1.712399	0.033533572413850896	112006
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.470747	0.028801342433992946	85653
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	1.300291	0.025463340802319108	98614
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	1.051389	0.020589145258750923	41324
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.847037	0.016587346582239742	42820
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.279823	0.005479711172626039	49089
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.256436	0.005021729822403819	24199
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.196328	0.0038446529431549747	14117
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.193324	0.003785833125710154	14579
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.176426	0.0034549134414231506	17792
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	0.162894	0.0031899236205201634	11801
k__Bacteria|p__Firmicutes|c__CFGB79330	2|1239|	0.096499	0.001889723798595667	14029
k__Bacteria|p__Firmicutes|c__CFGB2890	2|1239|	0.080834	0.0015829552686581938	9493
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.077979	0.0015270396896817327	8804
k__Bacteria|p__Firmicutes|c__CFGB93803	2|1239|	0.060474	0.0011842443562807958	9679
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.053766	0.0010528808722656629	11240
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.048577	0.0009512697592349411	14886
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.039894	0.0007812428537162545	9174
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.039468	0.0007728905478658292	9657
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.024205	0.00047399732359818496	9482
k__Bacteria|p__Firmicutes|c__CFGB94810	2|1239|	0.023731	0.0004647288576515699	9792
k__Bacteria|p__Firmicutes|c__CFGB72776	2|1239|	0.020379	0.0003990865560945042	2897
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.0164	0.0003211533443871263	10324
k__Bacteria|p__Firmicutes|c__CFGB3043	2|1239|	0.013686	0.0002680092112819778	10077
k__Bacteria|p__Firmicutes|c__CFGB94479	2|1239|	0.010049	0.00019679101611718867	6501
k__Bacteria|p__Firmicutes|c__CFGB3034	2|1239|	0.007819	0.00015312141780348833	3856
k__Bacteria|p__Firmicutes|c__CFGB2919	2|1239|	0.005436	0.00010644841837895475	7673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	33.954412	0.6649223950785612	2751641
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	20.653153	0.4044465265958917	2062049
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	14.348881	0.2809912300085924	1128786
k__Bacteria|p__Firmicutes|c__CFGB3002|o__OFGB3002	2|1239||	10.221039	0.20015654272331898	566556
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	5.068218	0.0992498856083314	256386
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	3.131231	0.06131826698275091	114820
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	1.712399	0.033533572413850896	112006
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	1.571894	0.0307820897948275	126292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.470747	0.028801342433992946	85653
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	1.300291	0.025463340802319108	98614
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992	2|201174||	1.051389	0.020589145258750923	41324
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.889094	0.017410942937155963	65706
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486	2|1239||	0.847037	0.016587346582239742	42820
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.681035	0.013336578231510288	52559
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315	2|1239||	0.256436	0.005021729822403819	24199
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.196328	0.0038446529431549747	14117
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified	2|1239||	0.193324	0.003785833125710154	14579
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.176426	0.0034549134414231506	17792
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	0.165102	0.0032331648532336285	18587
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404	2|1224||	0.162894	0.0031899236205201634	11801
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330	2|1239||	0.096499	0.001889723798595667	14029
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890	2|1239||	0.080834	0.0015829552686581938	9493
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.077979	0.0015270396896817327	8804
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.070602	0.0013825782401227138	10980
k__Bacteria|p__Firmicutes|c__CFGB93803|o__OFGB93803	2|1239||	0.060474	0.0011842443562807958	9679
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	0.053766	0.0010528808722656629	11240
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.048577	0.0009512697592349411	14886
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291	2|1239||	0.039894	0.0007812428537162545	9174
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.039468	0.0007728905478658292	9657
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales	2|1239|186801|3082768	0.028423	0.0005566033551861049	4935
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales	2|201174|1760|2037	0.025932	0.0005078265844422068	14775
