#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_128S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_128S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_128S_bmtagged__merged.fastq
#9291339 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 8894424
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	4.271882	-	396915
k__Bacteria	2	94.463736	2.676737967136309	8825562
k__Archaea	2157	1.264382	0.03582771133329855	68862
k__Bacteria|p__Firmicutes	2|1239	87.173596	2.470163508231856	7747758
k__Bacteria|p__Bacteroidota	2|976	4.852262	0.13749440485877154	826206
k__Bacteria|p__Actinomycetota	2|201174	2.141487	0.06068149453921773	179309
k__Archaea|p__Methanobacteriota	2157|28890	1.264382	0.03582771133329855	68862
k__Bacteria|p__Verrucomicrobiota	2|74201	0.250543	0.007099435554101965	26056
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.034186	0.000968697969658476	27853
k__Bacteria|p__Pseudomonadota	2|1224	0.011661	0.0003304259827033451	18380
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	60.56413	1.7161538755977002	5853642
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	7.89243	0.22364103438114502	531869
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	5.667531	0.160595983152267	294749
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	4.819315	0.13656081133339287	815229
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.941661	0.05501919089517269	143391
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	1.399175	0.039647231133717487	100111
