Module	Section	Sample Name	Source
FastQC	all_sections	PD_120S_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_120S_filtered_2_fastqc.zip
FastQC	all_sections	PD_120S_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_120S_filtered_1_fastqc.zip
FastQC	all_sections	PD_153S_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_153S_filtered_1_fastqc.zip
FastQC	all_sections	PD_153S_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_153S_filtered_2_fastqc.zip
FastQC	all_sections	PD_213S_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_213S_filtered_2_fastqc.zip
FastQC	all_sections	PD_213S_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_213S_filtered_1_fastqc.zip
FastQC	all_sections	PD_118_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_118_filtered_2_fastqc.zip
FastQC	all_sections	PD_118_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_118_filtered_1_fastqc.zip
FastQC	all_sections	PD_163S_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_163S_filtered_1_fastqc.zip
FastQC	all_sections	PD_163S_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_163S_filtered_2_fastqc.zip
FastQC	all_sections	PD_7P_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_7P_filtered_1_fastqc.zip
FastQC	all_sections	PD_7P_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_7P_filtered_2_fastqc.zip
FastQC	all_sections	PD_34P_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_34P_filtered_1_fastqc.zip
FastQC	all_sections	PD_34P_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_34P_filtered_2_fastqc.zip
FastQC	all_sections	PD_57P_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_57P_filtered_1_fastqc.zip
FastQC	all_sections	PD_57P_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_57P_filtered_2_fastqc.zip
FastQC	all_sections	PD_123P_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_123P_filtered_1_fastqc.zip
FastQC	all_sections	PD_123P_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_123P_filtered_2_fastqc.zip
FastQC	all_sections	PD_83P_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_83P_filtered_2_fastqc.zip
FastQC	all_sections	PD_83P_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_83P_filtered_1_fastqc.zip
FastQC	all_sections	PD_232S_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_232S_filtered_1_fastqc.zip
FastQC	all_sections	PD_232S_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_232S_filtered_2_fastqc.zip
FastQC	all_sections	PD_38P_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_38P_filtered_1_fastqc.zip
FastQC	all_sections	PD_38P_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_38P_filtered_2_fastqc.zip
FastQC	all_sections	PD_165S_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_165S_filtered_2_fastqc.zip
FastQC	all_sections	PD_165S_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_165S_filtered_1_fastqc.zip
FastQC	all_sections	PD_Extr_neg_plate1_filtered_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_Extr_neg_plate1_filtered_1_fastqc.zip
FastQC	all_sections	PD_Extr_neg_plate1_filtered_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_prinseq/PD_Extr_neg_plate1_filtered_2_fastqc.zip
