Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_120S_filtered_2	fail	0.0	pass	143.495036625	Sanger / Illumina 1.9	pass	474.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3283854.0	pass	pass	pass	49.0	97.9455287054	PD_120S_filtered_2.fastq	fail	pass
PD_121S_filtered_1	pass	0.0	pass	131.624314373	Sanger / Illumina 1.9	pass	751.7 Mbp	60-151	Conventional base calls	pass	warn	warn	5677646.0	pass	warn	pass	50.0	97.444385786	PD_121S_filtered_1.fastq	fail	pass
PD_121S_filtered_2	fail	0.0	pass	145.539849438	Sanger / Illumina 1.9	pass	831.7 Mbp	60-151	Conventional base calls	pass	warn	warn	5677646.0	pass	pass	pass	51.0	97.3797348242	PD_121S_filtered_2.fastq	fail	pass
PD_122S_filtered_1	pass	0.0	pass	126.950274105	Sanger / Illumina 1.9	pass	572 Mbp	60-151	Conventional base calls	pass	warn	warn	4480221.0	pass	pass	pass	49.0	97.7909734287	PD_122S_filtered_1.fastq	fail	pass
PD_122S_filtered_2	fail	0.0	pass	144.147304341	Sanger / Illumina 1.9	pass	650 Mbp	60-151	Conventional base calls	pass	pass	warn	4480221.0	pass	pass	pass	50.0	97.8100820484	PD_122S_filtered_2.fastq	fail	pass
PD_123P_filtered_1	pass	0.0	pass	131.829927357	Sanger / Illumina 1.9	pass	686.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5179034.0	pass	warn	pass	46.0	95.5757128921	PD_123P_filtered_1.fastq	fail	pass
PD_123P_filtered_2	fail	0.0	pass	145.209841063	Sanger / Illumina 1.9	pass	756.9 Mbp	60-151	Conventional base calls	pass	pass	warn	5179034.0	pass	warn	pass	47.0	95.5479369118	PD_123P_filtered_2.fastq	fail	pass
PD_126P_filtered_1	pass	0.0	pass	126.348883518	Sanger / Illumina 1.9	pass	665.7 Mbp	60-151	Conventional base calls	pass	fail	warn	5238866.0	pass	warn	pass	51.0	96.7056600599	PD_126P_filtered_1.fastq	fail	pass
PD_126P_filtered_2	fail	0.0	pass	144.713015374	Sanger / Illumina 1.9	pass	763 Mbp	60-151	Conventional base calls	pass	fail	warn	5238866.0	pass	warn	pass	51.0	96.6211648711	PD_126P_filtered_2.fastq	fail	pass
PD_127S_filtered_1	pass	0.0	pass	132.403543995	Sanger / Illumina 1.9	pass	715.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5373709.0	pass	pass	pass	49.0	98.3784852695	PD_127S_filtered_1.fastq	fail	pass
PD_127S_filtered_2	fail	0.0	pass	144.978645103	Sanger / Illumina 1.9	pass	784.1 Mbp	60-151	Conventional base calls	pass	pass	warn	5373709.0	pass	pass	pass	49.0	98.3955495019	PD_127S_filtered_2.fastq	fail	pass
PD_128S_filtered_1	pass	0.0	pass	129.356429683	Sanger / Illumina 1.9	pass	630.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4847346.0	pass	warn	pass	46.0	97.8860681739	PD_128S_filtered_1.fastq	fail	pass
PD_128S_filtered_2	fail	0.0	pass	145.204844878	Sanger / Illumina 1.9	pass	708.4 Mbp	60-151	Conventional base calls	pass	pass	warn	4847346.0	pass	warn	pass	47.0	97.941895185	PD_128S_filtered_2.fastq	fail	pass
PD_129P_filtered_1	pass	0.0	pass	124.471640131	Sanger / Illumina 1.9	pass	363.7 Mbp	60-151	Conventional base calls	pass	fail	warn	2905232.0	pass	pass	pass	53.0	96.0709104073	PD_129P_filtered_1.fastq	fail	pass
PD_129P_filtered_2	fail	0.0	pass	142.482978296	Sanger / Illumina 1.9	pass	416.7 Mbp	60-151	Conventional base calls	pass	fail	warn	2905232.0	pass	pass	pass	53.0	96.0646328338	PD_129P_filtered_2.fastq	fail	pass
PD_12P_filtered_1	pass	0.0	pass	124.422353822	Sanger / Illumina 1.9	pass	378.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3021443.0	pass	pass	pass	48.0	98.2770644364	PD_12P_filtered_1.fastq	fail	pass
PD_12P_filtered_2	fail	0.0	pass	143.763111202	Sanger / Illumina 1.9	pass	437.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3021443.0	pass	pass	pass	49.0	98.2612394707	PD_12P_filtered_2.fastq	fail	pass
PD_130S_filtered_1	pass	0.0	pass	132.950825205	Sanger / Illumina 1.9	pass	492.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3680056.0	pass	warn	pass	45.0	97.5542662454	PD_130S_filtered_1.fastq	fail	pass
PD_130S_filtered_2	fail	0.0	pass	145.387919097	Sanger / Illumina 1.9	pass	538.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3680056.0	pass	warn	pass	46.0	97.6043027966	PD_130S_filtered_2.fastq	fail	pass
PD_131P_filtered_1	pass	0.0	pass	123.668813519	Sanger / Illumina 1.9	pass	496.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3994686.0	pass	warn	pass	47.0	94.1226503512	PD_131P_filtered_1.fastq	fail	pass
PD_131P_filtered_2	fail	0.0	pass	143.090517753	Sanger / Illumina 1.9	pass	575.3 Mbp	60-151	Conventional base calls	pass	pass	warn	3994686.0	pass	warn	pass	47.0	94.1852136699	PD_131P_filtered_2.fastq	fail	pass
PD_134S_filtered_1	pass	0.0	pass	129.223812292	Sanger / Illumina 1.9	pass	796.9 Mbp	60-151	Conventional base calls	pass	pass	warn	6130968.0	pass	warn	pass	46.0	97.0408104408	PD_134S_filtered_1.fastq	fail	pass
PD_134S_filtered_2	fail	0.0	pass	144.259931548	Sanger / Illumina 1.9	pass	890.2 Mbp	60-151	Conventional base calls	pass	pass	warn	6130968.0	pass	warn	pass	47.0	97.0330733072	PD_134S_filtered_2.fastq	fail	pass
PD_137P_filtered_1	pass	0.0	pass	132.902668302	Sanger / Illumina 1.9	pass	639.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4780981.0	pass	pass	pass	45.0	98.2843223396	PD_137P_filtered_1.fastq	fail	pass
PD_137P_filtered_2	fail	0.0	pass	145.531471888	Sanger / Illumina 1.9	pass	700.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4780981.0	pass	pass	pass	46.0	98.2470130841	PD_137P_filtered_2.fastq	fail	pass
PD_138S_filtered_1	pass	0.0	pass	125.254315162	Sanger / Illumina 1.9	pass	405.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3215986.0	pass	warn	pass	44.0	96.2978768897	PD_138S_filtered_1.fastq	fail	pass
PD_138S_filtered_2	fail	0.0	pass	140.926711124	Sanger / Illumina 1.9	pass	456.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3215986.0	pass	warn	pass	45.0	96.2976766935	PD_138S_filtered_2.fastq	fail	pass
PD_13P_filtered_1	pass	0.0	pass	127.107445013	Sanger / Illumina 1.9	pass	514 Mbp	60-151	Conventional base calls	pass	warn	warn	4020987.0	pass	pass	pass	48.0	96.1327934643	PD_13P_filtered_1.fastq	fail	pass
PD_13P_filtered_2	fail	0.0	pass	142.278146137	Sanger / Illumina 1.9	pass	575.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4020987.0	pass	pass	pass	48.0	96.1291446352	PD_13P_filtered_2.fastq	fail	pass
PD_140S_filtered_1	pass	0.0	pass	132.15347722	Sanger / Illumina 1.9	pass	854.4 Mbp	60-151	Conventional base calls	pass	pass	warn	6427664.0	pass	warn	pass	47.0	97.451400712	PD_140S_filtered_1.fastq	fail	pass
PD_140S_filtered_2	fail	0.0	pass	145.104731984	Sanger / Illumina 1.9	pass	938.7 Mbp	60-151	Conventional base calls	pass	pass	warn	6427664.0	pass	pass	pass	48.0	97.4775314788	PD_140S_filtered_2.fastq	fail	pass
PD_141P_filtered_1	pass	0.0	pass	133.061270161	Sanger / Illumina 1.9	pass	806.5 Mbp	60-151	Conventional base calls	pass	warn	warn	6025282.0	pass	warn	pass	46.0	93.4641612765	PD_141P_filtered_1.fastq	fail	pass
PD_141P_filtered_2	fail	0.0	pass	144.970970985	Sanger / Illumina 1.9	pass	879.2 Mbp	60-151	Conventional base calls	pass	pass	warn	6025282.0	pass	warn	pass	46.0	93.5061186081	PD_141P_filtered_2.fastq	fail	pass
PD_142S_filtered_1	pass	0.0	pass	136.403240952	Sanger / Illumina 1.9	pass	571.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4165073.0	pass	warn	pass	44.0	96.022581521	PD_142S_filtered_1.fastq	fail	pass
PD_142S_filtered_2	fail	0.0	pass	146.398992287	Sanger / Illumina 1.9	pass	613.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4165073.0	pass	warn	pass	45.0	95.8858212513	PD_142S_filtered_2.fastq	fail	pass
PD_145P_filtered_1	pass	0.0	pass	132.52837809	Sanger / Illumina 1.9	pass	825.2 Mbp	60-151	Conventional base calls	pass	pass	warn	6190480.0	pass	warn	pass	48.0	98.1169515985	PD_145P_filtered_1.fastq	fail	pass
PD_145P_filtered_2	fail	0.0	pass	145.770842326	Sanger / Illumina 1.9	pass	908.2 Mbp	60-151	Conventional base calls	pass	pass	warn	6190480.0	pass	warn	pass	48.0	98.0734529868	PD_145P_filtered_2.fastq	fail	pass
PD_146S_filtered_1	pass	0.0	pass	131.322075983	Sanger / Illumina 1.9	pass	530.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4012904.0	pass	pass	pass	47.0	98.0604797445	PD_146S_filtered_1.fastq	fail	pass
PD_146S_filtered_2	fail	0.0	pass	144.224481822	Sanger / Illumina 1.9	pass	582.5 Mbp	60-151	Conventional base calls	pass	warn	warn	4012904.0	pass	pass	pass	48.0	98.0772261293	PD_146S_filtered_2.fastq	fail	pass
PD_147_filtered_1	pass	0.0	pass	135.42082808	Sanger / Illumina 1.9	pass	635.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4663800.0	pass	warn	pass	46.0	97.9229210887	PD_147_filtered_1.fastq	fail	pass
PD_147_filtered_2	fail	0.0	pass	146.403782323	Sanger / Illumina 1.9	pass	687.2 Mbp	60-151	Conventional base calls	pass	pass	warn	4663800.0	pass	pass	pass	47.0	97.9980532786	PD_147_filtered_2.fastq	fail	pass
PD_148P_filtered_1	pass	0.0	pass	131.677386757	Sanger / Illumina 1.9	pass	747.4 Mbp	60-151	Conventional base calls	pass	warn	warn	5642490.0	pass	warn	pass	47.0	97.1797486524	PD_148P_filtered_1.fastq	fail	pass
PD_148P_filtered_2	fail	0.0	pass	144.829965848	Sanger / Illumina 1.9	pass	822.5 Mbp	60-151	Conventional base calls	pass	warn	warn	5642490.0	pass	warn	pass	48.0	97.3194127774	PD_148P_filtered_2.fastq	fail	pass
PD_149S_filtered_1	pass	0.0	pass	132.821908453	Sanger / Illumina 1.9	pass	526.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3941821.0	pass	warn	pass	49.0	98.3843503139	PD_149S_filtered_1.fastq	fail	pass
PD_149S_filtered_2	fail	0.0	pass	144.427695727	Sanger / Illumina 1.9	pass	573 Mbp	60-151	Conventional base calls	pass	warn	warn	3941821.0	pass	pass	pass	50.0	98.4169692726	PD_149S_filtered_2.fastq	fail	pass
PD_14P_filtered_1	pass	0.0	pass	123.852194917	Sanger / Illumina 1.9	pass	388.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3116997.0	pass	pass	pass	47.0	98.2816119358	PD_14P_filtered_1.fastq	fail	pass
PD_14P_filtered_2	fail	0.0	pass	143.261831179	Sanger / Illumina 1.9	pass	449.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3116997.0	pass	warn	pass	48.0	98.2730091227	PD_14P_filtered_2.fastq	fail	pass
PD_150P_filtered_1	pass	0.0	pass	129.039437298	Sanger / Illumina 1.9	pass	550.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4238830.0	pass	warn	pass	45.0	97.0763981375	PD_150P_filtered_1.fastq	fail	pass
PD_150P_filtered_2	fail	0.0	pass	145.026543173	Sanger / Illumina 1.9	pass	618.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4238830.0	pass	warn	pass	46.0	97.0571298788	PD_150P_filtered_2.fastq	fail	pass
PD_151S_filtered_1	pass	0.0	pass	127.720405565	Sanger / Illumina 1.9	pass	515.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4015924.0	pass	warn	pass	46.0	98.0520867938	PD_151S_filtered_1.fastq	fail	pass
PD_151S_filtered_2	fail	0.0	pass	144.00038696	Sanger / Illumina 1.9	pass	582 Mbp	60-151	Conventional base calls	pass	warn	warn	4015924.0	pass	pass	pass	47.0	98.0408425885	PD_151S_filtered_2.fastq	fail	pass
PD_152P_filtered_1	pass	0.0	pass	133.812745004	Sanger / Illumina 1.9	pass	515.5 Mbp	60-151	Conventional base calls	pass	warn	warn	3829783.0	pass	warn	pass	49.0	98.241839951	PD_152P_filtered_1.fastq	fail	pass
PD_152P_filtered_2	fail	0.0	pass	146.044765983	Sanger / Illumina 1.9	pass	562.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3829783.0	pass	warn	pass	49.0	98.2536955572	PD_152P_filtered_2.fastq	fail	pass
PD_153S_filtered_1	pass	0.0	pass	126.486327877	Sanger / Illumina 1.9	pass	700.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5507338.0	pass	warn	pass	50.0	97.2813650488	PD_153S_filtered_1.fastq	fail	pass
PD_153S_filtered_2	fail	0.0	pass	143.104113094	Sanger / Illumina 1.9	pass	793.3 Mbp	60-151	Conventional base calls	pass	pass	warn	5507338.0	pass	pass	pass	51.0	97.2418771272	PD_153S_filtered_2.fastq	fail	pass
PD_156P_filtered_1	pass	0.0	pass	127.126201306	Sanger / Illumina 1.9	pass	461.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3612839.0	pass	pass	pass	44.0	95.0548964564	PD_156P_filtered_1.fastq	fail	pass
PD_156P_filtered_2	fail	0.0	pass	145.13171719	Sanger / Illumina 1.9	pass	527.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3612839.0	pass	pass	pass	45.0	95.0517223143	PD_156P_filtered_2.fastq	fail	pass
PD_157S_filtered_1	pass	0.0	pass	125.893110899	Sanger / Illumina 1.9	pass	613 Mbp	60-151	Conventional base calls	pass	pass	warn	4841691.0	pass	pass	pass	47.0	96.7653314725	PD_157S_filtered_1.fastq	fail	pass
PD_157S_filtered_2	fail	0.0	pass	144.424580999	Sanger / Illumina 1.9	pass	703.8 Mbp	60-151	Conventional base calls	pass	pass	warn	4841691.0	pass	pass	pass	47.0	96.6997988016	PD_157S_filtered_2.fastq	fail	pass
PD_158P_filtered_1	pass	0.0	pass	132.2417935	Sanger / Illumina 1.9	pass	719.7 Mbp	60-151	Conventional base calls	pass	warn	warn	5410559.0	pass	warn	pass	45.0	97.2006314516	PD_158P_filtered_1.fastq	fail	pass
PD_158P_filtered_2	fail	0.0	pass	145.478383287	Sanger / Illumina 1.9	pass	792.2 Mbp	60-151	Conventional base calls	pass	pass	warn	5410559.0	pass	warn	pass	46.0	97.149453636	PD_158P_filtered_2.fastq	fail	pass
PD_159S_filtered_1	pass	0.0	pass	131.268080353	Sanger / Illumina 1.9	pass	716.8 Mbp	60-151	Conventional base calls	pass	pass	warn	5428503.0	pass	warn	pass	46.0	96.9649635681	PD_159S_filtered_1.fastq	fail	pass
PD_159S_filtered_2	fail	0.0	pass	144.822218943	Sanger / Illumina 1.9	pass	791.3 Mbp	60-151	Conventional base calls	pass	pass	warn	5428503.0	pass	warn	pass	46.0	96.8959088648	PD_159S_filtered_2.fastq	fail	pass
PD_15P_filtered_1	pass	0.0	pass	124.631961846	Sanger / Illumina 1.9	pass	425.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3396800.0	pass	pass	pass	47.0	98.3699667027	PD_15P_filtered_1.fastq	fail	pass
PD_15P_filtered_2	fail	0.0	pass	142.944784503	Sanger / Illumina 1.9	pass	488.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3396800.0	pass	pass	pass	48.0	98.3783893059	PD_15P_filtered_2.fastq	fail	pass
PD_160P_filtered_1	pass	0.0	pass	128.218525215	Sanger / Illumina 1.9	pass	682.1 Mbp	60-151	Conventional base calls	pass	warn	warn	5289083.0	pass	pass	pass	49.0	96.727237899	PD_160P_filtered_1.fastq	fail	pass
PD_160P_filtered_2	fail	0.0	pass	143.766532686	Sanger / Illumina 1.9	pass	765.4 Mbp	60-151	Conventional base calls	pass	pass	warn	5289083.0	pass	warn	pass	50.0	96.78122144	PD_160P_filtered_2.fastq	fail	pass
PD_161S_filtered_1	pass	0.0	pass	135.103588624	Sanger / Illumina 1.9	pass	8.2 Mbp	60-151	Conventional base calls	pass	warn	warn	60441.0	pass	warn	pass	46.0	98.0907000215	PD_161S_filtered_1.fastq	fail	pass
PD_161S_filtered_2	fail	0.0	pass	144.439469896	Sanger / Illumina 1.9	pass	8.7 Mbp	61-151	Conventional base calls	pass	warn	warn	60441.0	pass	warn	pass	46.0	98.213133469	PD_161S_filtered_2.fastq	fail	pass
PD_162P_filtered_1	pass	0.0	pass	132.892956531	Sanger / Illumina 1.9	pass	604.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4522303.0	pass	warn	pass	47.0	98.4670296929	PD_162P_filtered_1.fastq	fail	pass
PD_162P_filtered_2	fail	0.0	pass	145.22234534	Sanger / Illumina 1.9	pass	661 Mbp	60-151	Conventional base calls	pass	pass	warn	4522303.0	pass	warn	pass	47.0	98.4862053737	PD_162P_filtered_2.fastq	fail	pass
PD_163S_filtered_1	pass	0.0	pass	128.963562649	Sanger / Illumina 1.9	pass	677.1 Mbp	60-151	Conventional base calls	pass	pass	warn	5219397.0	pass	warn	pass	47.0	98.115398018	PD_163S_filtered_1.fastq	fail	pass
PD_163S_filtered_2	fail	0.0	pass	144.56812923	Sanger / Illumina 1.9	pass	759.5 Mbp	60-151	Conventional base calls	pass	pass	warn	5219397.0	pass	warn	pass	48.0	98.1722988416	PD_163S_filtered_2.fastq	fail	pass
PD_164P_filtered_1	pass	0.0	pass	130.382792752	Sanger / Illumina 1.9	pass	461.8 Mbp	60-151	Conventional base calls	pass	warn	warn	3521237.0	pass	pass	pass	48.0	98.3571311619	PD_164P_filtered_1.fastq	fail	pass
