Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_100P_filtered_1	2.25821857489	49.0	138.282153837	3155782.0	18.1818181818
PD_100P_filtered_2	2.3332168401	50.0	147.18662189	3155782.0	27.2727272727
PD_104P_filtered_1	2.32307701176	46.0	126.243937522	4732966.0	9.09090909091
PD_104P_filtered_2	2.27152772231	47.0	144.34846648	4732966.0	18.1818181818
PD_105P_filtered_1	5.4315218658	53.0	125.575620596	3188708.0	18.1818181818
PD_105P_filtered_2	5.43207093327	53.0	143.018094476	3188708.0	27.2727272727
PD_107P_filtered_1	1.67832167832	45.0	124.626573427	715.0	18.1818181818
PD_107P_filtered_2	1.67832167832	46.0	139.065734266	715.0	18.1818181818
PD_108S_filtered_1	2.25966153537	48.0	130.260896454	5274537.0	9.09090909091
PD_108S_filtered_2	2.3238857798	48.0	145.019907529	5274537.0	18.1818181818
PD_109S_filtered_1	2.76450565241	46.0	129.076332468	4877885.0	9.09090909091
PD_109S_filtered_2	2.81969033929	47.0	144.565369622	4877885.0	18.1818181818
PD_10P_filtered_1	1.30320995029	50.0	125.101442166	2597204.0	18.1818181818
PD_10P_filtered_2	1.30097990162	50.0	143.818644974	2597204.0	27.2727272727
PD_110S_filtered_1	2.02191182779	46.0	127.080550954	3953361.0	9.09090909091
PD_110S_filtered_2	2.0151725799	47.0	143.479279024	3953361.0	18.1818181818
PD_111P_filtered_1	2.74125517313	49.0	129.910495149	4041591.0	9.09090909091
PD_111P_filtered_2	2.66989701916	49.0	145.097422772	4041591.0	18.1818181818
PD_112S_filtered_1	1.65189710058	45.0	126.302503657	11623.0	18.1818181818
PD_112S_filtered_2	1.54004990106	45.0	141.667211563	11623.0	18.1818181818
PD_113P_filtered_1	5.60046211353	51.0	134.112799502	4966990.0	18.1818181818
PD_113P_filtered_2	5.53428057044	51.0	145.759428145	4966990.0	27.2727272727
PD_114P_filtered_1	2.84843809211	47.0	122.7208543	3407235.0	9.09090909091
PD_114P_filtered_2	2.91973402941	48.0	143.580750374	3407235.0	18.1818181818
PD_115S_filtered_1	3.93285035406	47.0	135.905765193	3705531.0	9.09090909091
PD_115S_filtered_2	3.85356462883	47.0	146.121664075	3705531.0	18.1818181818
PD_116P_filtered_1	2.25135211919	46.0	129.264466397	5675273.0	9.09090909091
PD_116P_filtered_2	2.29262883048	47.0	144.91005208	5675273.0	18.1818181818
PD_117_filtered_1	2.46905714671	46.0	132.062052239	4078628.0	9.09090909091
PD_117_filtered_2	2.51364405952	47.0	144.036006226	4078628.0	18.1818181818
PD_118_filtered_1	1.88038853238	47.0	132.970727256	4104125.0	9.09090909091
PD_118_filtered_2	1.81821965624	48.0	145.585799653	4104125.0	18.1818181818
PD_119P_filtered_1	2.07927552749	48.0	125.896681678	4018145.0	9.09090909091
PD_119P_filtered_2	2.01421129678	49.0	143.804216125	4018145.0	18.1818181818
PD_11P_filtered_1	2.08928029379	48.0	126.273755991	3986426.0	9.09090909091
PD_11P_filtered_2	2.0775425122	48.0	143.917735837	3986426.0	18.1818181818
PD_120S_filtered_1	2.12935165915	48.0	126.193386186	3283854.0	9.09090909091
PD_120S_filtered_2	2.05447129458	49.0	143.495036625	3283854.0	18.1818181818
PD_121S_filtered_1	2.55561421396	50.0	131.624314373	5677646.0	9.09090909091
PD_121S_filtered_2	2.62026517582	51.0	145.539849438	5677646.0	18.1818181818
PD_122S_filtered_1	2.20902657131	49.0	126.950274105	4480221.0	9.09090909091
PD_122S_filtered_2	2.18991795157	50.0	144.147304341	4480221.0	18.1818181818
PD_123P_filtered_1	4.42428710793	46.0	131.829927357	5179034.0	9.09090909091
PD_123P_filtered_2	4.45206308822	47.0	145.209841063	5179034.0	18.1818181818
PD_126P_filtered_1	3.29433994012	51.0	126.348883518	5238866.0	18.1818181818
PD_126P_filtered_2	3.37883512893	51.0	144.713015374	5238866.0	27.2727272727
PD_127S_filtered_1	1.62151473054	49.0	132.403543995	5373709.0	9.09090909091
PD_127S_filtered_2	1.60445049806	49.0	144.978645103	5373709.0	18.1818181818
PD_128S_filtered_1	2.11393182612	46.0	129.356429683	4847346.0	9.09090909091
PD_128S_filtered_2	2.05810481501	47.0	145.204844878	4847346.0	18.1818181818
