#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	12598
d__Bacteria	13131
d__Bacteria;p__Bacillota_A	5752
d__Bacteria;p__Bacillota_A;c__Clostridia	5752
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	5752
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	5752
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	5752
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	5752
d__Bacteria;p__Bacteroidota	7379
d__Bacteria;p__Bacteroidota;c__Bacteroidia	7379
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	7379
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	7379
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	7379
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	7379
